active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(162, 61, 177, 65, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(162, 61, 177, 65, 3, 11, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:32:00,48,,,,,,,-30,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,,,1102134720,,,,,,,,
,,,,,,,,,,,,,,,67,,,,,,,,,,,,,15808,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 40, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:33:00,45,,,,,,,-27,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,,,1102134780,,,,,,,,
,,,,,,,,,,,,,,,73,,,,,,,,,,,,,15868,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:34:00,44,,,,,,,-25,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,,,1102134840,,,,,,,,
,,,,,,,,,,,,,,,68,,,,,,,,,,,,,15928,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,sedentary,"(72,)",,,,,,,,,,,,,2,,,,,,,,,,,2024-12-03 04:34:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:35:00,-2,,,,,,,102,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,1102134900,,,,,,,,
,,,,,,,,,,,,,,,73,,,,,,,,,,,,,15988,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(46, 0, 0, 248)",,,,,,,,,
8,495.0,walking,"(102,)",107.0,,,,,,,,,,,,3,,,,,,,,,,,,15988,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:36:00,81,,,,,,,-75,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,,,1102134960,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,16048,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:37:00,72,,,,,,,-63,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,,,1102135020,,,,,,,,
,,,,,,,,,,,,,,,93,,,,,,,,,,,,,16108,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 20, 84, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:38:00,53,,,,,,,-37,,57,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,,,1102135080,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,16168,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:39:00,57,,,,,,,-42,,56,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,,,1102135140,,,,,,,,
,,,,,,,,,,,,,,,71,,,,,,,,,,,,,16228,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(20, 76, 108, 185)",,,,,,,,,
,,sedentary,"(168,)",,,,,,,,,,,,,5,,,,,,,,,,,2024-12-03 04:39:00,,,,,,,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,1102135140,,,,,,,,
1,120.0,generic,,0.0,,,,,0.0,759,,,,,,,,,,,,,,,,,2024-12-03 04:39:00,,,,,,,,,,,,,,
8,495.0,walking,,,,,,,170.4,759,,,,,,,,,,,,,214,,,,2024-12-03 04:39:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 04:39:00,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,57,,1102135140,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(145, 63, 177, 65, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(145, 63, 177, 65, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
