activity_type,current_activity_type_intensity,cycles_to_calories,cycles_to_distance,data,data16,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-19 16:05:00,44,,,,,,,,,,-25,,65,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1363,,,,,,1100966700,,,,,,,,
,,,,,,,,,,83,,,,,,,,,,,,27436,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,
,,,,5,5,,54,marker,,,,,,,,,,,,,2024-11-19 16:06:00,,,,,0,1100965560,,,,,,,,,,,
sedentary,"(72,)",,,,,,,,,,2,,,,,,,,,,2024-11-19 16:05:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-19 16:06:00,50,,,,,,,,,,-33,,65,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1416,,,,,,1100966760,,,,,,,,
,,,,,,,,,,85,,,,,,,,,,,,27496,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 78, 5, 40)",,,,,,,,,
sedentary,"(8,)",,,,,,,,,,0,,,,,,,,,,2024-11-19 16:06:00,,,,,,,,,,,,,,,,,
,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,1100966760,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2024-11-19 16:06:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,81,82,,,,,1100966760,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(149, 107, 159, 65, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(149, 107, 159, 65, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
