activity_type,current_activity_type_intensity,cycles_to_calories,cycles_to_distance,data,data16,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,78,,,,,,,,,,,,63816,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 72, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:15:00,68,,,,,,,,,,-57,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1245,,,,,,1101658500,,,,,,,,
,,,,,,,,,,79,,,,,,,,,,,,63876,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-11-27 16:16:00,,,,,8,1101657540,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:16:00,66,,,,,,,,,,-54,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1309,,,,,,1101658560,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 249, 169, 65, 1, 0, 80, 81, 52, 16, 0, 205, 4, 64, 106, 170, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 249, 169, 65, 1, 1, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,80,,,,,,,,,,,,63936,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(20, 144, 52, 185)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-11-27 16:17:00,,,,,0,1101657660,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:17:00,57,,,,,,,,,,-43,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1268,,,,,,1101658620,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-11-27 16:18:00,,,,,8,1101657720,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:18:00,60,,,,,,,,,,-46,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1309,,,,,,1101658680,,,,,,,,
,,,,,,,,,,79,,,,,,,,,,,,64056,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:19:00,63,,,,,,,,,,-51,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1335,,,,,,1101658740,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(8, 43, 20, 194)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-11-27 16:20:00,,,,,0,1101657780,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:20:00,69,,,,,,,,,,-59,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1321,,,,,,1101658800,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(26, 72, 60, 185)",,,,,,,,,
sedentary,"(136,)",,,,,,,,,,4,,,,,,,,,,2024-11-27 16:20:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:21:00,63,,,,,,,,,,-51,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1451,,,,,,1101658860,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(236, 250, 169, 65, 1, 0, 82, 80, 52, 21, 0, 205, 4, 108, 107, 170, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(236, 250, 169, 65, 1, 1, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,82,,,,,,,,,,,,64236,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 0, 4, 240)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-11-27 16:22:00,,,,,8,1101657900,,,,,,,,,,,
sedentary,"(8,)",,,,,,,,,,0,,,,,,,,,,2024-11-27 16:21:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:22:00,65,,,,,,,,,,-53,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,1101658920,,,,,,,,
,,,,,,,,,,79,,,,,,,,,,,,64296,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 80, 1, 176)",,,,,,,,,
sedentary,"(72,)",,,,,,,,,,2,,,,,,,,,,2024-11-27 16:22:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:23:00,72,,,,,,,,,,-62,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1438,,,,,,1101658980,,,,,,,,
,,,,,,,,,,80,,,,,,,,,,,,64356,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 0, 64)",,,,,,,,,
sedentary,"(8,)",,,,,,,,,,0,,,,,,,,,,2024-11-27 16:23:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:24:00,73,,,,,,,,,,-64,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1444,,,,,,1101659040,,,,,,,,
,,,,,,,,,,83,,,,,,,,,,,,64416,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,
sedentary,"(72,)",,,,,,,,,,2,,,,,,,,,,2024-11-27 16:24:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:25:00,64,,,,,,,,,,-52,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1412,,,,,,1101659100,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:26:00,71,,,,,,,,,,-61,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1399,,,,,,1101659160,,,,,,,,
,,,,,,,,,,79,,,,,,,,,,,,64536,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:27:00,72,,,,,,,,,,-63,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1455,,,,,,1101659220,,,,,,,,
,,,,,,,,,,82,,,,,,,,,,,,64596,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,
sedentary,"(8,)",,,,,,,,,,0,,,,,,,,,,2024-11-27 16:27:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:28:00,69,,,,,,,,,,-59,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1446,,,,,,1101659280,,,,,,,,
,,,,,,,,,,84,,,,,,,,,,,,64656,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:29:00,70,,,,,,,,,,-60,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1457,,,,,,1101659340,,,,,,,,
,,,,,,,,,,83,,,,,,,,,,,,64716,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(94, 94, 0, 16)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:30:00,66,,,,,,,,,,-55,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1368,,,,,,1101659400,,,,,,,,
,,,,,,,,,,81,,,,,,,,,,,,64776,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,
,,,,9,9,,54,marker,,,,,,,,,,,,,2024-11-27 16:31:00,,,,,0,1101658020,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:31:00,59,,,,,,,,,,-45,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1361,,,,,,1101659460,,,,,,,,
,,,,,,,,,,80,,,,,,,,,,,,64836,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 92, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:32:00,-2,,,,,,,,,,102,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101659520,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(46, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:33:00,84,,,,,,,,,,-79,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1388,,,,,,1101659580,,,,,,,,
,,,,,,,,,,94,,,,,,,,,,,,64956,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(30, 128, 156, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-11-27 16:34:00,38,,,,,,,,,,-17,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1383,,,,,,1101659640,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,65016,,,,,,,,,,,,,,,,
sedentary,"(136,)",,,,,,,,,,4,,,,,,,,,,2024-11-27 16:34:00,,,,,,,,,,,,,,,,,
,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,1101659640,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2024-11-27 16:34:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,52,56,,,,,1101659640,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(7, 254, 169, 65, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(7, 254, 169, 65, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
