activity_type,current_activity_type_intensity,cycles_to_calories,cycles_to_distance,data,data16,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:04:00,83,,,,,,,,,,-77,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1078,,,,,,1102089840,,,,,,,,
,,,,,,,,,,94,,,,,,,,,,,,36464,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:05:00,86,,,,,,,,,,-81,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1064,,,,,,1102089900,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,36524,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 118, 9, 40)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:06:00,84,,,,,,,,,,-79,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1083,,,,,,1102089960,,,,,,,,
,,,,,,,,,,93,,,,,,,,,,,,36584,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,
,,,,7,7,,54,marker,,,,,,,,,,,,,2024-12-02 16:07:00,,,,,0,1102088700,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:07:00,83,,,,,,,,,,-77,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,1102090020,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(186, 54, 56, 56)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-12-02 16:08:00,,,,,8,1102089120,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:08:00,84,,,,,,,,,,-79,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1073,,,,,,1102090080,,,,,,,,
,,,,,,,,,,92,,,,,,,,,,,,36704,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-12-02 16:09:00,,,,,0,1102089180,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:09:00,81,,,,,,,,,,-74,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1091,,,,,,1102090140,,,,,,,,
,,,,,,,,,,94,,,,,,,,,,,,36764,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 124, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:10:00,81,,,,,,,,,,-75,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1208,,,,,,1102090200,,,,,,,,
,,,,,,,,,,89,,,,,,,,,,,,36824,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-12-02 16:11:00,,,,,8,1102089240,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:11:00,79,,,,,,,,,,-72,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1245,,,,,,1102090260,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,36884,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:12:00,78,,,,,,,,,,-71,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1282,,,,,,1102090320,,,,,,,,
,,,,,,,,,,89,,,,,,,,,,,,36944,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:13:00,78,,,,,,,,,,-70,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1227,,,,,,1102090380,,,,,,,,
,,,,,,,,,,87,,,,,,,,,,,,37004,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:14:00,77,,,,,,,,,,-69,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1176,,,,,,1102090440,,,,,,,,
,,,,,,,,,,86,,,,,,,,,,,,37064,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:15:00,84,,,,,,,,,,-78,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1249,,,,,,1102090500,,,,,,,,
,,,,,,,,,,88,,,,,,,,,,,,37124,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(42, 42, 0, 16)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:16:00,77,,,,,,,,,,-69,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,1102090560,,,,,,,,
,,,,,,,,,,93,,,,,,,,,,,,37184,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:17:00,79,,,,,,,,,,-72,,6,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1327,,,,,,1102090620,,,,,,,,
,,,,,,,,,,87,,,,,,,,,,,,37244,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,
,,,,7,7,,54,marker,,,,,,,,,,,,,2024-12-02 16:18:00,,,,,0,1102089360,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:18:00,82,,,,,,,,,,-76,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1351,,,,,,1102090680,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(184, 145, 176, 65, 1, 0, 87, 92, 54, 18, 0, 138, 4, 56, 2, 177, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(184, 145, 176, 65, 1, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 104, 1, 176)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-12-02 16:19:00,,,,,8,1102089780,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:19:00,81,,,,,,,,,,-75,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,1102090740,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,37364,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 106, 13, 40)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:20:00,81,,,,,,,,,,-75,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1367,,,,,,1102090800,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,37424,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-12-02 16:21:00,,,,,0,1102089840,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:21:00,84,,,,,,,,,,-79,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1479,,,,,,1102090860,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,37484,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(182, 52, 52, 56)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:22:00,80,,,,,,,,,,-73,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1443,,,,,,1102090920,,,,,,,,
,,,,,,,,,,92,,,,,,,,,,,,37544,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:23:00,78,,,,,,,,,,-70,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1462,,,,,,1102090980,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,37604,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 10, 72)",,,,,,,,,
,,,,3,3,,54,marker,,,,,,,,,,,,,2024-12-02 16:24:00,,,,,8,1102089960,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:24:00,80,,,,,,,,,,-73,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1489,,,,,,1102091040,,,,,,,,
,,,,,,,,,,88,,,,,,,,,,,,37664,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:25:00,75,,,,,,,,,,-67,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1460,,,,,,1102091100,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,37724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-12-02 16:26:00,,,,,0,1102090140,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:26:00,80,,,,,,,,,,-73,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1347,,,,,,1102091160,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(152, 147, 176, 65, 1, 0, 85, 91, 54, 26, 0, 138, 4, 24, 4, 177, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(152, 147, 176, 65, 1, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,85,,,,,,,,,,,,37784,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 80, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:27:00,72,,,,,,,,,,-63,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1396,,,,,,1102091220,,,,,,,,
,,,,,,,,,,87,,,,,,,,,,,,37844,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-12-02 16:28:00,,,,,8,1102090260,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:28:00,76,,,,,,,,,,-68,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1416,,,,,,1102091280,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 148, 176, 65, 1, 0, 84, 90, 54, 28, 0, 138, 4, 144, 4, 177, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 148, 176, 65, 1, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,84,,,,,,,,,,,,37904,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:29:00,86,,,,,,,,,,-81,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,,1102091340,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,37964,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(42, 42, 0, 16)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:30:00,83,,,,,,,,,,-77,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1407,,,,,,1102091400,,,,,,,,
,,,,,,,,,,96,,,,,,,,,,,,38024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,
,,,,3,3,,54,marker,,,,,,,,,,,,,2024-12-02 16:31:00,,,,,0,1102090380,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:31:00,81,,,,,,,,,,-75,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1319,,,,,,1102091460,,,,,,,,
,,,,,,,,,,94,,,,,,,,,,,,38084,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-12-02 16:32:00,,,,,8,1102090560,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:32:00,87,,,,,,,,,,-83,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1265,,,,,,1102091520,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,38144,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(38, 144, 116, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:33:00,75,,,,,,,,,,-66,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1309,,,,,,1102091580,,,,,,,,
,,,,,,,,,,95,,,,,,,,,,,,38204,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:34:00,82,,,,,,,,,,-76,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1260,,,,,,1102091640,,,,,,,,
,,,,,,,,,,87,,,,,,,,,,,,38264,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(50, 36, 116, 185)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:35:00,78,,,,,,,,,,-70,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1290,,,,,,1102091700,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,38324,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 48, 88, 193)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:36:00,74,,,,,,,,,,-65,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1399,,,,,,1102091760,,,,,,,,
,,,,,,,,,,87,,,,,,,,,,,,38384,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:37:00,78,,,,,,,,,,-71,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,,1102091820,,,,,,,,
,,,,,,,,,,84,,,,,,,,,,,,38444,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 96, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:38:00,83,,,,,,,,,,-77,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1455,,,,,,1102091880,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(104, 150, 176, 65, 1, 0, 87, 89, 54, 38, 0, 138, 4, 232, 6, 177, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(104, 150, 176, 65, 1, 1, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,87,,,,,,,,,,,,38504,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,
,,,,7,7,,54,marker,,,,,,,,,,,,,2024-12-02 16:39:00,,,,,0,1102090620,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:39:00,86,,,,,,,,,,-81,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1441,,,,,,1102091940,,,,,,,,
,,,,,,,,,,93,,,,,,,,,,,,38564,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:40:00,84,,,,,,,,,,-79,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1337,,,,,,1102092000,,,,,,,,
,,,,,,,,,,96,,,,,,,,,,,,38624,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 94, 9, 40)",,,,,,,,,
,,,,2,2,,54,marker,,,,,,,,,,,,,2024-12-02 16:41:00,,,,,8,1102091040,,,,,,,,,,,
sedentary,"(136,)",,,,,,,,,,4,,,,,,,,,,2024-12-02 16:40:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:41:00,78,,,,,,,,,,-70,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1315,,,,,,1102092060,,,,,,,,
,,,,,,,,,,92,,,,,,,,,,,,38684,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,
sedentary,"(8,)",,,,,,,,,,0,,,,,,,,,,2024-12-02 16:41:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:42:00,75,,,,,,,,,,-67,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1298,,,,,,1102092120,,,,,,,,
,,,,,,,,,,86,,,,,,,,,,,,38744,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(174, 46, 42, 56)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:43:00,78,,,,,,,,,,-70,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1370,,,,,,1102092180,,,,,,,,
,,,,,,,,,,85,,,,,,,,,,,,38804,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(8, 132, 1, 176)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:44:00,82,,,,,,,,,,-76,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1404,,,,,,1102092240,,,,,,,,
,,,,,,,,,,86,,,,,,,,,,,,38864,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:45:00,79,,,,,,,,,,-72,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1489,,,,,,1102092300,,,,,,,,
,,,,,,,,,,92,,,,,,,,,,,,38924,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,
,,,,5,5,,54,marker,,,,,,,,,,,,,2024-12-02 16:46:00,,,,,0,1102091160,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:46:00,87,,,,,,,,,,-82,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1549,,,,,,1102092360,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,38984,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 3, 254, 73)",,,,,,,,,
,,,,1,1,,54,marker,,,,,,,,,,,,,2024-12-02 16:47:00,,,,,8,1102091460,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:47:00,82,,,,,,,,,,-76,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1464,,,,,,1102092420,,,,,,,,
,,,,,,,,,,96,,,,,,,,,,,,39044,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:48:00,84,,,,,,,,,,-78,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,1102092480,,,,,,,,
,,,,,,,,,,91,,,,,,,,,,,,39104,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:49:00,84,,,,,,,,,,-78,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1347,,,,,,1102092540,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,39164,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:50:00,83,,,,,,,,,,-77,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1349,,,,,,1102092600,,,,,,,,
,,,,,,,,,,92,,,,,,,,,,,,39224,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(42, 42, 0, 16)",,,,,,,,,
,,,,,,,,,,,,,,,,,,2024-12-02 16:51:00,84,,,,,,,,,,-78,,5,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1341,,,,,,1102092660,,,,,,,,
,,,,,,,,,,90,,,,,,,,,,,,39284,,,,,,,,,,,,,,,,
sedentary,"(104,)",,,,,,,,,,3,,,,,,,,,,2024-12-02 16:51:00,,,,,,,,,,,,,,,,,
,,,,,,on,,,,,,,,,,,,,,,,,,,,,,,,1102092660,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2024-12-02 16:51:00,,,,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,54,58,,,,,1102092660,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(116, 153, 176, 65, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
